title,address,type,educational,workExperience,workTag,salary,salaryMonth,companyTags,hrWork,hrName,pratice,companyTitle,companyAvatar,companyNature,companyStatus,companyPeople,detailUrl,companyUrl,dist
国讯招聘供应链专员,重庆,供应链,大专,3-5年,"[""\u8fdb\u9500\u5b58"", ""\u7269\u6d41"", ""\u4f9b\u5e94\u94fe"", ""excel"", ""\u6570\u636e\u5206\u6790""]","[5000, 10000]",0薪,"[""\u4e94\u9669\u4e00\u91d1"", ""\u5e74\u7ec8\u5956"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u52a0\u73ed\u8865\u52a9"", ""\u4ea4\u901a\u8865\u52a9"", ""\u80a1\u7968\u671f\u6743"", ""\u5458\u5de5\u65c5\u6e38"", ""\u5e26\u85aa\u5e74\u5047"", ""\u5168\u52e4\u5956""]",CEO/创始人,陶先生,0,国讯,"https://img.bosszhipin.com/beijin/upload/com/logo/20200805/e6bf7b5a751c2ae7293cf92749ffced065714d6202406e0046be3fea3c8e2c09.png?x-oss-process=image/resize,w_100,limit_0",批发/零售,天使轮,"[20, 99]",https://www.zhipin.com/job_detail/500fe3bea5222de11Xd70926ElRQ.html?lid=4XjhUUxeuEK.search.11&securityId=bBp9p2xtccsb9-81y700yowL4pWV6xbGuNqHPne6sebAPbP1SrIXX9uDIFx23HiVYTOonw-qgq3gIlzx8Q2i3cvrtvUG_uptbPTH0okU13b_m46NOw~~&sessionId=,https://www.zhipin.com/gongsi/cb88753b47a7232803B70tm4GQ~~.html,渝北区
鼎千冷冻招聘供应链经理,芜湖,供应链,学历不限,经验不限,"[""\u51b7\u94fe\u8fd0\u8f93""]","[6000, 8000]",0薪,无,业务经理,华先生,0,鼎千冷冻,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",物流/仓储,未融资,"[20, 99]",https://www.zhipin.com/job_detail/e37be679616b2f2d1nF70ty5FFdX.html?lid=4XjhUUxeuEK.search.12&securityId=0j1wwfBQiXt8K-J1A8RHoBeAOS6fup1lE54nDqN0mhR8O35wz6qgA8XKh8RkpXfRbOBHKB1EcPeJa-10QeXvQKwi8OGoEvWFI1qBfg8hIYKcwNLjAY9T&sessionId=,https://www.zhipin.com/gongsi/ee2efd1acd5637781nJ73dq_E1A~.html,鸠江区
群轩招聘供应链经理,阳江,供应链,本科,5-10年,"[""\u4e2d\u5927\u578b\u4f9b\u5e94\u94fe\u7ba1\u7406\u7ecf\u9a8c"", ""\u540c\u57ce\u8d27\u8fd0"", ""\u8d27\u7269\u4ed3\u50a8"", ""\u4e09\u65b9\u7269\u6d41\u4f01\u4e1a"", """", """", """", """", """", """", """", """"]","[7000, 8000]",0薪,无,招聘者,关先生,0,群轩,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",批发/零售,未融资,"[0, 20]",https://www.zhipin.com/job_detail/f5162378577075421nF83d64FFdX.html?lid=4XjhUUxeuEK.search.13&securityId=S8xbrsOsvuMLX-9155NSZO2cebnnE4pj128nVwVCc5CeRYEU0oomyaD6lUt3o5EA9nAJW_dDwGGLz9OKGDO8aU1upXEc8X8lfJHGYRYkRN9LEcR0VBUpoCirubmjbKt6nxzD4Hy3IHCxJ6nBQoKjmPdp&sessionId=,https://www.zhipin.com/gongsi/2eab016a2df4e6be1nB509W6FVE~.html,
华联瓷业招聘供应链经理,株洲,供应链,大专,5-10年,"[""\u4e2d\u5927\u578b\u4f9b\u5e94\u94fe\u7ba1\u7406\u7ecf\u9a8c"", ""\u751f\u4ea7\u8ba1\u5212\u7ba1\u7406"", ""\u5bb6\u7535"", ""\u751f\u4ea7\u5236\u9020\u578b\u4f01\u4e1a"", """", """"]","[10000, 15000]",14薪,"[""\u9910\u8865"", ""\u52a0\u73ed\u8865\u52a9"", ""\u5e74\u7ec8\u5956"", ""\u514d\u8d39\u4f4f\u5bbf""]",招聘主管,陈先生,0,华联瓷业,"https://img.bosszhipin.com/beijin/upload/com/logo/20210929/7b5b554d84f9729ca0f8beeb56783442fad9d4bcc30f379fdbd310ce182c0b0b5078c470d15c0c82.png?x-oss-process=image/resize,w_100,limit_0",家具/家居,已上市,"[1000, 9999]",https://www.zhipin.com/job_detail/c78ffd366594057d1Xd52dW5GFRW.html?lid=4XjhUUxeuEK.search.14&securityId=uEn6IxKupbe61-Z17gEi_T1KmMR-rwADu6oT_zt128gc_p5QLYrDPLZrJE2pJRijJZLam7PiSxdfPfaIv5YBeKr501Uk7rMMeZurclDlF2DE2CXN7A~~&sessionId=,https://www.zhipin.com/gongsi/64916b8fdf82badc1nB83N64EQ~~.html,醴陵市
山东飞华招聘供应链专员,枣庄,供应链,大专,1-3年,"[""\u719f\u7ec3\u4f7f\u7528ERP\u7cfb\u7edf"", ""\u4e86\u89e3\u8d22\u4f1a\u77e5\u8bc6"", ""\u4e2d\u5927\u578b\u4f9b\u5e94\u94fe\u7ba1\u7406\u7ecf\u9a8c"", """", """", """"]","[4000, 6000]",0薪,"[""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u8282\u65e5\u798f\u5229"", ""\u4f4f\u623f\u8865\u8d34"", ""\u793e\u4fdd"", ""\u5e26\u85aa\u5e74\u5047"", ""\u80a1\u7968\u671f\u6743"", ""\u5458\u5de5\u65c5\u6e38"", ""\u5e74\u7ec8\u5956"", ""\u901a\u8baf\u8865\u8d34"", ""\u5168\u52e4\u5956"", ""\u4ea4\u901a\u8865\u52a9""]",人事经理,李先生,0,山东飞华,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",企业服务,未融资,"[100, 499]",https://www.zhipin.com/job_detail/ae567fffa22469351XZ43Nm6ElZX.html?lid=4XjhUUxeuEK.search.15&securityId=Ykjr5g-zMvygi-E17QkSo8uDmHAVgNX1lsgLNkkvdiPnJAWbI-Zii-z0OwT1bbKJwqALM9SVT3wtlFv4sDSyCjI3qvPPjbRUa4zM9AT5HNBJw8UZjO8~&sessionId=,https://www.zhipin.com/gongsi/ef85e822cf982dd41nx92tS_FFM~.html,滕州市
中山市佳盛供应链管理招聘供应链经理,中山,供应链,高中,1-3年,"[""\u4e09\u65b9\u7269\u6d41\u4f01\u4e1a"", ""\u4ed3\u50a8\u7269\u6d41"", ""\u4e2d\u5927\u578b\u4f9b\u5e94\u94fe\u7ba1\u7406\u7ecf\u9a8c"", """", """"]","[6000, 7000]",0薪,无,招聘者,薛先生,0,中山市佳盛供应链管理,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",物流/仓储,未融资,"[0, 20]",https://www.zhipin.com/job_detail/bbd4f966a3f811f11HV809S6EFdX.html?lid=4XjhUUxeuEK.search.16&securityId=To9TFwuIggfbG-u1dkTKy4llDiS72qYf79HGmrZ9u1j7IH6aCmWKEQgVrftrt9z3k07VVv5dnLz4Cma23W8jZBOo1CHpss09UKB6_qZAKHhy5BGcKb_t&sessionId=,https://www.zhipin.com/gongsi/4e2ae01c89f6d14d1HV63tS9FlI~.html,东凤镇
京东物流招聘供应链经理,北京,供应链,本科,1-3年,[],"[10000, 11000]",0薪,"[""\u4e94\u9669\u4e00\u91d1"", ""\u4ea4\u901a\u8865\u52a9"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u5e26\u85aa\u5e74\u5047"", ""\u5e74\u7ec8\u5956"", ""\u80a1\u7968\u671f\u6743"", ""\u52a0\u73ed\u8865\u52a9"", ""\u9910\u8865"", ""\u9910\u8865"", ""\u8282\u65e5\u798f\u5229"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u514d\u8d39\u73ed\u8f66""]",招聘者,李先生,0,京东物流,"https://img.bosszhipin.com/beijin/mcs/banner/dda5cf8c8ffc66ec166619e61e554b2acfcd208495d565ef66e7dff9f98764da.png?x-oss-process=image/resize,w_100,limit_0",物流/仓储,已上市,"[0, 10000]",https://www.zhipin.com/job_detail/86da3819e4b0983b1HBy2926E1JX.html?lid=4XjhUUxeuEK.search.17&securityId=9xLWMlfih2VDs-r176dClvPRzEXynfIRufNjynFk9PdkyU5qGXkhkNaJf2uMWqAvwwOqEOjCNSQtfGIUhoKKk08Qqwukkk-cfYZgkpiifIsW7QwGztE~&sessionId=,https://www.zhipin.com/gongsi/951e8bf16e0821e40HR909i1Fw~~.html,通州区
一村科技招聘供应链经理,合肥,供应链,硕士,1-3年,"[""\u751f\u4ea7\u5236\u9020\u578b\u4f01\u4e1a"", ""\u5e93\u5b58\u7ba1\u7406"", ""\u91c7\u8d2d"", ""\u8d22\u52a1\u7ba1\u7406"", ""\u98df\u54c1"", """", """", """", """", """"]","[6000, 10000]",0薪,"[""\u4e94\u9669\u4e00\u91d1"", ""\u52a0\u73ed\u8865\u52a9"", ""\u5458\u5de5\u65c5\u6e38"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u8282\u65e5\u798f\u5229"", ""\u80a1\u7968\u671f\u6743""]",人事,胡女士,0,一村科技,"https://img.bosszhipin.com/beijin/upload/com/logo/20210820/7b5b554d84f9729c898c09ab7418d36c5d949a8413b1c90c33187107a96eab20d6501a6a7f7f47aa.png?x-oss-process=image/resize,w_100,limit_0",计算机服务,A轮,"[20, 99]",https://www.zhipin.com/job_detail/939702d24508043a1XB_2dm5EVFQ.html?lid=4XjhUUxeuEK.search.18&securityId=lznpr2tNyHHF6-D1rolQLFyrvlIvyTBAQWMSfjwvyAdtZ_qqmWMhr7CwbcQn5JGeVyycgTXVPaxmdF0Or_Ml-Sh5kNBP9gXNL1becV4nQFEnipZFxxU~&sessionId=,https://www.zhipin.com/gongsi/325f230e29db659b1nd709m8GFs~.html,蜀山区
雅迪斯贸易有限公司招聘供应链专员,福州,供应链,大专,经验不限,"[""\u4f9b\u5e94\u94fe\u7ba1\u7406""]","[5000, 6000]",13薪,"[""\u5b9a\u671f\u4f53\u68c0"", ""\u4ea4\u901a\u8865\u52a9"", ""\u5e26\u85aa\u5e74\u5047"", ""\u9ad8\u6e29\u8865\u8d34"", ""\u9910\u8865"", ""\u56e2\u5efa\u805a\u9910"", ""\u5458\u5de5\u65c5\u6e38"", ""\u901a\u8baf\u8865\u8d34"", ""\u7ee9\u6548\u5956\u91d1"", ""\u8282\u65e5\u798f\u5229"", ""\u5e74\u7ec8\u5956"", ""\u751f\u65e5\u798f\u5229"", ""\u4e94\u9669\u4e00\u91d1""]",人资经理,陈先生,0,雅迪斯贸易有限公司,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20200518/ff01de46b89973cbd6b31a50ee93916ed928b330050797f9acf70f52dfd8f09a_s.jpg?x-oss-process=image/resize,w_100,limit_0",原材料及加工/模具,未融资,"[100, 499]",https://www.zhipin.com/job_detail/023b60aec70340740Hx-0tW8EVU~.html?lid=4XjhUUxeuEK.search.19&securityId=dEaMb6dpzP6dw-d1WUec2OO305fO2JAERbm2MHUC_hyIXq7PhIUTe5LppXQqARVTqxHVaN5lDwxI341IbHWWc8MVOikZxdU_2ouRD-s2c2fk46C5&sessionId=,https://www.zhipin.com/gongsi/7f8032c4d43b7ad333d_0ti6Fg~~.html,马尾区
瑞欧威尔 RealWear招聘供应链经理,苏州,供应链,本科,5-10年,"[""\u751f\u4ea7\u5236\u9020\u578b\u4f01\u4e1a"", ""\u91c7\u8d2d"", ""\u5e93\u5b58\u7ba1\u7406"", ""\u7535\u5b50"", ""\u82f1\u8bed\u80fd\u529b\u597d""]","[11000, 17000]",0薪,"[""\u5b9a\u671f\u4f53\u68c0"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u4e94\u9669\u4e00\u91d1""]",人事经理,金先生,0,瑞欧威尔 RealWear,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20230630/7bf6f160950405e9327d3151a704bd077f5dab97347bcb4a55212287eb377ea815f0e47b918e1f8a.png?x-oss-process=image/resize,w_100,limit_0",计算机硬件,A轮,"[100, 499]",https://www.zhipin.com/job_detail/5965ac77635b3c0e1Hd929i_EFVX.html?lid=4XjhUUxeuEK.search.20&securityId=MH_SlC-8MERVR-g1PFzaelZGg1WTuo1iAKOeEIQlgf0tbm33SkETJ5hIR3aITN6Yqi2lUCFhUcIRTje4LKXcw2W-TkOXCCaLG9y-QlN-Iqv4uw3PJto~&sessionId=,https://www.zhipin.com/gongsi/ba8d3272280898f51nB63du_ElQ~.html,苏州工业园区
品尚招聘供应链专员,青岛,供应链,本科,经验不限,"[""\u4e94\u9669\u4e00\u91d1"", ""\u4ea4\u901a\u8865\u8d34"", ""\u6570\u636e\u5206\u6790\u80fd\u529b""]","[4000, 5000]",0薪,"[""\u4e94\u9669\u4e00\u91d1"", ""\u5e26\u85aa\u5e74\u5047"", ""\u4ea4\u901a\u8865\u52a9"", ""\u8282\u65e5\u798f\u5229""]",人事专员,王女士,0,品尚,"https://img.bosszhipin.com/beijin/upload/com/logo/20200916/509b3d3704ba52a22b8e9e693d367000a025ed9fdfdda07bbe504a66a5ad6a10.png?x-oss-process=image/resize,w_100,limit_0",批发/零售,已上市,"[100, 499]",https://www.zhipin.com/job_detail/9b148017fe40a2e91HV73dq8ElFT.html?lid=4XjhUUxeuEK.search.21&securityId=nNbRvETkMlDrl-T1SXrhaNy9Qr055dbEzSEXjAbi8ZZHDjWfBs-ZBhT0Z_94rAPDmB3B6sUHvXL_4ujquYV1FSKcheI2KzQHjnw0cpCv5T8GlQrwA3E~&sessionId=,https://www.zhipin.com/gongsi/86ee8d516d9ef8c50nZ53dS5EA~~.html,李沧区
